session,bbid,ward,alderperson,vote
2018-2019,111,5,Tammika Hubbard,Aye
2018-2019,111,6,Christine Ingrassia,Aye
2018-2019,111,7,Jack Coatar,Aye
2018-2019,111,8,Annie Rice,Aye
2018-2019,111,9,Dan Guenther,Aye
2018-2019,111,10,Joseph Vollmer,Aye
2018-2019,111,11,Sarah Martin,Aye
2018-2019,111,12,Larry Arnowitz,Aye
2018-2019,111,13,Beth Murphy,Aye
2018-2019,111,14,Carol Howard,Aye
2018-2019,111,16,Tom Oldenburg,Aye
2018-2019,111,17,Joseph D Roddy,Aye
2018-2019,111,18,Terry Kennedy,Aye
2018-2019,111,19,Marlene E Davis,Aye
2018-2019,111,20,Cara Spencer,Aye
2018-2019,111,21,John Collins-Muhammad,Aye
2018-2019,111,22,Jeffrey L Boyd,Aye
2018-2019,111,24,Scott Ogilvie,Aye
2018-2019,111,27,Pam Boyd,Aye
2018-2019,111,28,Heather Navarro,Aye
2018-2019,111,President,Lewis E Reed,Aye
2018-2019,111,25,Shane Cohn,Did Not Vote
2018-2019,111,26,Frank Williamson,Did Not Vote
2018-2019,111,1,Sharon Tyus,Absent
2018-2019,111,15,Megan E. Green,Absent
2018-2019,111,23,Joseph Vaccaro,Absent
2018-2019,119,2,Lisa Middlebrook,Aye
2018-2019,119,3,Brandon Bosley,Aye
2018-2019,119,4,Samuel L Moore,Aye
2018-2019,119,5,Tammika Hubbard,Aye
2018-2019,119,6,Christine Ingrassia,Aye
2018-2019,119,7,Jack Coatar,Aye
2018-2019,119,8,Annie Rice,Aye
2018-2019,119,9,Dan Guenther,Aye
2018-2019,119,10,Joseph Vollmer,Aye
2018-2019,119,11,Sarah Martin,Aye
2018-2019,119,12,Larry Arnowitz,Aye
2018-2019,119,13,Beth Murphy,Aye
2018-2019,119,14,Carol Howard,Aye
2018-2019,119,16,Tom Oldenburg,Aye
2018-2019,119,17,Joseph D Roddy,Aye
2018-2019,119,18,Terry Kennedy,Aye
2018-2019,119,19,Marlene E Davis,Aye
2018-2019,119,20,Cara Spencer,Aye
2018-2019,119,21,John Collins-Muhammad,Aye
2018-2019,119,22,Jeffrey L Boyd,Aye
2018-2019,119,24,Scott Ogilvie,Aye
2018-2019,119,27,Pam Boyd,Aye
2018-2019,119,28,Heather Navarro,Aye
2018-2019,119,President,Lewis E Reed,Aye
2018-2019,119,25,Shane Cohn,Did Not Vote
2018-2019,119,26,Frank Williamson,Did Not Vote
2018-2019,119,1,Sharon Tyus,Absent
2018-2019,119,15,Megan E. Green,Absent
2018-2019,119,23,Joseph Vaccaro,Absent
2018-2019,117,2,Lisa Middlebrook,Aye
2018-2019,117,3,Brandon Bosley,Aye
2018-2019,117,4,Samuel L Moore,Aye
2018-2019,117,5,Tammika Hubbard,Aye
2018-2019,117,6,Christine Ingrassia,Aye
2018-2019,117,7,Jack Coatar,Aye
2018-2019,117,8,Annie Rice,Aye
2018-2019,117,9,Dan Guenther,Aye
2018-2019,117,10,Joseph Vollmer,Aye
2018-2019,117,11,Sarah Martin,Aye
2018-2019,117,12,Larry Arnowitz,Aye
2018-2019,117,13,Beth Murphy,Aye
2018-2019,117,14,Carol Howard,Aye
2018-2019,117,16,Tom Oldenburg,Aye
2018-2019,117,17,Joseph D Roddy,Aye
2018-2019,117,18,Terry Kennedy,Aye
2018-2019,117,19,Marlene E Davis,Aye
2018-2019,117,20,Cara Spencer,Aye
2018-2019,117,21,John Collins-Muhammad,Aye
2018-2019,117,22,Jeffrey L Boyd,Aye
2018-2019,117,24,Scott Ogilvie,Aye
2018-2019,117,27,Pam Boyd,Aye
2018-2019,117,28,Heather Navarro,Aye
2018-2019,117,President,Lewis E Reed,Aye
2018-2019,117,25,Shane Cohn,Did Not Vote
2018-2019,117,26,Frank Williamson,Did Not Vote
2018-2019,117,1,Sharon Tyus,Absent
2018-2019,117,15,Megan E. Green,Absent
2018-2019,117,23,Joseph Vaccaro,Absent
2018-2019,20,1,Sharon Tyus,Aye
2018-2019,20,4,Samuel L Moore,Aye
2018-2019,20,5,Tammika Hubbard,Aye
2018-2019,20,6,Christine Ingrassia,Aye
2018-2019,20,7,Jack Coatar,Aye
2018-2019,20,8,Annie Rice,Aye
2018-2019,20,9,Dan Guenther,Aye
2018-2019,20,10,Joseph Vollmer,Aye
2018-2019,20,12,Larry Arnowitz,Aye
2018-2019,20,13,Beth Murphy,Aye
2018-2019,20,14,Carol Howard,Aye
2018-2019,20,15,Megan E. Green,Aye
2018-2019,20,16,Tom Oldenburg,Aye
2018-2019,20,17,Joseph D Roddy,Aye
2018-2019,20,18,Terry Kennedy,Aye
2018-2019,20,20,Cara Spencer,Aye
2018-2019,20,21,John Collins-Muhammad,Aye
2018-2019,20,22,Jeffrey L Boyd,Aye
2018-2019,20,23,Joseph Vaccaro,Aye
2018-2019,20,24,Scott Ogilvie,Aye
2018-2019,20,25,Shane Cohn,Aye
2018-2019,20,26,Frank Williamson,Aye
2018-2019,20,27,Pam Boyd,Aye
2018-2019,20,President,Lewis E Reed,Aye
2018-2019,20,3,Brandon Bosley,Did Not Vote
2018-2019,20,19,Marlene E Davis,Did Not Vote
2018-2019,20,2,Lisa Middlebrook,Absent
2018-2019,20,11,Sarah Martin,Absent
2018-2019,20,28,Heather Navarro,Absent
2018-2019,22,1,Sharon Tyus,Aye
2018-2019,22,4,Samuel L Moore,Aye
2018-2019,22,5,Tammika Hubbard,Aye
2018-2019,22,6,Christine Ingrassia,Aye
2018-2019,22,7,Jack Coatar,Aye
2018-2019,22,8,Annie Rice,Aye
2018-2019,22,9,Dan Guenther,Aye
2018-2019,22,10,Joseph Vollmer,Aye
2018-2019,22,12,Larry Arnowitz,Aye
2018-2019,22,13,Beth Murphy,Aye
2018-2019,22,14,Carol Howard,Aye
2018-2019,22,15,Megan E. Green,Aye
2018-2019,22,16,Tom Oldenburg,Aye
2018-2019,22,17,Joseph D Roddy,Aye
2018-2019,22,18,Terry Kennedy,Aye
2018-2019,22,20,Cara Spencer,Aye
2018-2019,22,21,John Collins-Muhammad,Aye
2018-2019,22,22,Jeffrey L Boyd,Aye
2018-2019,22,23,Joseph Vaccaro,Aye
2018-2019,22,24,Scott Ogilvie,Aye
2018-2019,22,25,Shane Cohn,Aye
2018-2019,22,26,Frank Williamson,Aye
2018-2019,22,27,Pam Boyd,Aye
2018-2019,22,President,Lewis E Reed,Aye
2018-2019,22,3,Brandon Bosley,Did Not Vote
2018-2019,22,19,Marlene E Davis,Did Not Vote
2018-2019,22,2,Lisa Middlebrook,Absent
2018-2019,22,11,Sarah Martin,Absent
2018-2019,22,28,Heather Navarro,Absent
2018-2019,23,1,Sharon Tyus,Aye
2018-2019,23,4,Samuel L Moore,Aye
2018-2019,23,5,Tammika Hubbard,Aye
2018-2019,23,6,Christine Ingrassia,Aye
2018-2019,23,7,Jack Coatar,Aye
2018-2019,23,8,Annie Rice,Aye
2018-2019,23,9,Dan Guenther,Aye
2018-2019,23,10,Joseph Vollmer,Aye
2018-2019,23,12,Larry Arnowitz,Aye
2018-2019,23,13,Beth Murphy,Aye
2018-2019,23,14,Carol Howard,Aye
2018-2019,23,15,Megan E. Green,Aye
2018-2019,23,16,Tom Oldenburg,Aye
2018-2019,23,17,Joseph D Roddy,Aye
2018-2019,23,18,Terry Kennedy,Aye
2018-2019,23,20,Cara Spencer,Aye
2018-2019,23,21,John Collins-Muhammad,Aye
2018-2019,23,22,Jeffrey L Boyd,Aye
2018-2019,23,23,Joseph Vaccaro,Aye
2018-2019,23,24,Scott Ogilvie,Aye
2018-2019,23,25,Shane Cohn,Aye
2018-2019,23,26,Frank Williamson,Aye
2018-2019,23,27,Pam Boyd,Aye
2018-2019,23,President,Lewis E Reed,Aye
2018-2019,23,3,Brandon Bosley,Did Not Vote
2018-2019,23,19,Marlene E Davis,Did Not Vote
2018-2019,23,2,Lisa Middlebrook,Absent
2018-2019,23,11,Sarah Martin,Absent
2018-2019,23,28,Heather Navarro,Absent
2018-2019,33,1,Sharon Tyus,Aye
2018-2019,33,4,Samuel L Moore,Aye
2018-2019,33,5,Tammika Hubbard,Aye
2018-2019,33,6,Christine Ingrassia,Aye
2018-2019,33,7,Jack Coatar,Aye
2018-2019,33,8,Annie Rice,Aye
2018-2019,33,9,Dan Guenther,Aye
2018-2019,33,10,Joseph Vollmer,Aye
2018-2019,33,12,Larry Arnowitz,Aye
2018-2019,33,13,Beth Murphy,Aye
2018-2019,33,14,Carol Howard,Aye
2018-2019,33,15,Megan E. Green,Aye
2018-2019,33,16,Tom Oldenburg,Aye
2018-2019,33,17,Joseph D Roddy,Aye
2018-2019,33,18,Terry Kennedy,Aye
2018-2019,33,20,Cara Spencer,Aye
2018-2019,33,21,John Collins-Muhammad,Aye
2018-2019,33,22,Jeffrey L Boyd,Aye
2018-2019,33,23,Joseph Vaccaro,Aye
2018-2019,33,24,Scott Ogilvie,Aye
2018-2019,33,25,Shane Cohn,Aye
2018-2019,33,26,Frank Williamson,Aye
2018-2019,33,27,Pam Boyd,Aye
2018-2019,33,President,Lewis E Reed,Aye
2018-2019,33,3,Brandon Bosley,Did Not Vote
2018-2019,33,19,Marlene E Davis,Did Not Vote
2018-2019,33,2,Lisa Middlebrook,Absent
2018-2019,33,11,Sarah Martin,Absent
2018-2019,33,28,Heather Navarro,Absent
2018-2019,34,1,Sharon Tyus,Aye
2018-2019,34,4,Samuel L Moore,Aye
2018-2019,34,5,Tammika Hubbard,Aye
2018-2019,34,6,Christine Ingrassia,Aye
2018-2019,34,7,Jack Coatar,Aye
2018-2019,34,8,Annie Rice,Aye
2018-2019,34,9,Dan Guenther,Aye
2018-2019,34,10,Joseph Vollmer,Aye
2018-2019,34,12,Larry Arnowitz,Aye
2018-2019,34,13,Beth Murphy,Aye
2018-2019,34,14,Carol Howard,Aye
2018-2019,34,15,Megan E. Green,Aye
2018-2019,34,16,Tom Oldenburg,Aye
2018-2019,34,17,Joseph D Roddy,Aye
2018-2019,34,18,Terry Kennedy,Aye
2018-2019,34,20,Cara Spencer,Aye
2018-2019,34,21,John Collins-Muhammad,Aye
2018-2019,34,22,Jeffrey L Boyd,Aye
2018-2019,34,23,Joseph Vaccaro,Aye
2018-2019,34,24,Scott Ogilvie,Aye
2018-2019,34,25,Shane Cohn,Aye
2018-2019,34,26,Frank Williamson,Aye
2018-2019,34,27,Pam Boyd,Aye
2018-2019,34,President,Lewis E Reed,Aye
2018-2019,34,3,Brandon Bosley,Did Not Vote
2018-2019,34,19,Marlene E Davis,Did Not Vote
2018-2019,34,2,Lisa Middlebrook,Absent
2018-2019,34,11,Sarah Martin,Absent
2018-2019,34,28,Heather Navarro,Absent
2018-2019,38,1,Sharon Tyus,Aye
2018-2019,38,4,Samuel L Moore,Aye
2018-2019,38,5,Tammika Hubbard,Aye
2018-2019,38,6,Christine Ingrassia,Aye
2018-2019,38,7,Jack Coatar,Aye
2018-2019,38,8,Annie Rice,Aye
2018-2019,38,9,Dan Guenther,Aye
2018-2019,38,10,Joseph Vollmer,Aye
2018-2019,38,12,Larry Arnowitz,Aye
2018-2019,38,13,Beth Murphy,Aye
2018-2019,38,14,Carol Howard,Aye
2018-2019,38,15,Megan E. Green,Aye
2018-2019,38,16,Tom Oldenburg,Aye
2018-2019,38,17,Joseph D Roddy,Aye
2018-2019,38,18,Terry Kennedy,Aye
2018-2019,38,20,Cara Spencer,Aye
2018-2019,38,21,John Collins-Muhammad,Aye
2018-2019,38,22,Jeffrey L Boyd,Aye
2018-2019,38,23,Joseph Vaccaro,Aye
2018-2019,38,24,Scott Ogilvie,Aye
2018-2019,38,25,Shane Cohn,Aye
2018-2019,38,26,Frank Williamson,Aye
2018-2019,38,27,Pam Boyd,Aye
2018-2019,38,President,Lewis E Reed,Aye
2018-2019,38,3,Brandon Bosley,Did Not Vote
2018-2019,38,19,Marlene E Davis,Did Not Vote
2018-2019,38,2,Lisa Middlebrook,Absent
2018-2019,38,11,Sarah Martin,Absent
2018-2019,38,28,Heather Navarro,Absent
2018-2019,39,1,Sharon Tyus,Aye
2018-2019,39,4,Samuel L Moore,Aye
2018-2019,39,5,Tammika Hubbard,Aye
2018-2019,39,6,Christine Ingrassia,Aye
2018-2019,39,7,Jack Coatar,Aye
2018-2019,39,8,Annie Rice,Aye
2018-2019,39,9,Dan Guenther,Aye
2018-2019,39,10,Joseph Vollmer,Aye
2018-2019,39,12,Larry Arnowitz,Aye
2018-2019,39,13,Beth Murphy,Aye
2018-2019,39,14,Carol Howard,Aye
2018-2019,39,15,Megan E. Green,Aye
2018-2019,39,16,Tom Oldenburg,Aye
2018-2019,39,17,Joseph D Roddy,Aye
2018-2019,39,18,Terry Kennedy,Aye
2018-2019,39,20,Cara Spencer,Aye
2018-2019,39,21,John Collins-Muhammad,Aye
2018-2019,39,22,Jeffrey L Boyd,Aye
2018-2019,39,23,Joseph Vaccaro,Aye
2018-2019,39,24,Scott Ogilvie,Aye
2018-2019,39,25,Shane Cohn,Aye
2018-2019,39,26,Frank Williamson,Aye
2018-2019,39,27,Pam Boyd,Aye
2018-2019,39,President,Lewis E Reed,Aye
2018-2019,39,3,Brandon Bosley,Did Not Vote
2018-2019,39,19,Marlene E Davis,Did Not Vote
2018-2019,39,2,Lisa Middlebrook,Absent
2018-2019,39,11,Sarah Martin,Absent
2018-2019,39,28,Heather Navarro,Absent
2018-2019,40,1,Sharon Tyus,Aye
2018-2019,40,4,Samuel L Moore,Aye
2018-2019,40,5,Tammika Hubbard,Aye
2018-2019,40,6,Christine Ingrassia,Aye
2018-2019,40,7,Jack Coatar,Aye
2018-2019,40,8,Annie Rice,Aye
2018-2019,40,9,Dan Guenther,Aye
2018-2019,40,10,Joseph Vollmer,Aye
2018-2019,40,12,Larry Arnowitz,Aye
2018-2019,40,13,Beth Murphy,Aye
2018-2019,40,14,Carol Howard,Aye
2018-2019,40,15,Megan E. Green,Aye
2018-2019,40,16,Tom Oldenburg,Aye
2018-2019,40,17,Joseph D Roddy,Aye
2018-2019,40,18,Terry Kennedy,Aye
2018-2019,40,20,Cara Spencer,Aye
2018-2019,40,21,John Collins-Muhammad,Aye
2018-2019,40,22,Jeffrey L Boyd,Aye
2018-2019,40,23,Joseph Vaccaro,Aye
2018-2019,40,24,Scott Ogilvie,Aye
2018-2019,40,25,Shane Cohn,Aye
2018-2019,40,26,Frank Williamson,Aye
2018-2019,40,27,Pam Boyd,Aye
2018-2019,40,President,Lewis E Reed,Aye
2018-2019,40,3,Brandon Bosley,Did Not Vote
2018-2019,40,19,Marlene E Davis,Did Not Vote
2018-2019,40,2,Lisa Middlebrook,Absent
2018-2019,40,11,Sarah Martin,Absent
2018-2019,40,28,Heather Navarro,Absent
2018-2019,79,1,Sharon Tyus,Aye
2018-2019,79,4,Samuel L Moore,Aye
2018-2019,79,5,Tammika Hubbard,Aye
2018-2019,79,6,Christine Ingrassia,Aye
2018-2019,79,7,Jack Coatar,Aye
2018-2019,79,8,Annie Rice,Aye
2018-2019,79,9,Dan Guenther,Aye
2018-2019,79,10,Joseph Vollmer,Aye
2018-2019,79,12,Larry Arnowitz,Aye
2018-2019,79,13,Beth Murphy,Aye
2018-2019,79,14,Carol Howard,Aye
2018-2019,79,15,Megan E. Green,Aye
2018-2019,79,16,Tom Oldenburg,Aye
2018-2019,79,17,Joseph D Roddy,Aye
2018-2019,79,18,Terry Kennedy,Aye
2018-2019,79,20,Cara Spencer,Aye
2018-2019,79,21,John Collins-Muhammad,Aye
2018-2019,79,22,Jeffrey L Boyd,Aye
2018-2019,79,23,Joseph Vaccaro,Aye
2018-2019,79,24,Scott Ogilvie,Aye
2018-2019,79,25,Shane Cohn,Aye
2018-2019,79,26,Frank Williamson,Aye
2018-2019,79,27,Pam Boyd,Aye
2018-2019,79,President,Lewis E Reed,Aye
2018-2019,79,3,Brandon Bosley,Did Not Vote
2018-2019,79,19,Marlene E Davis,Did Not Vote
2018-2019,79,2,Lisa Middlebrook,Absent
2018-2019,79,11,Sarah Martin,Absent
2018-2019,79,28,Heather Navarro,Absent
2018-2019,80,1,Sharon Tyus,Aye
2018-2019,80,4,Samuel L Moore,Aye
2018-2019,80,5,Tammika Hubbard,Aye
2018-2019,80,6,Christine Ingrassia,Aye
2018-2019,80,7,Jack Coatar,Aye
2018-2019,80,8,Annie Rice,Aye
2018-2019,80,9,Dan Guenther,Aye
2018-2019,80,10,Joseph Vollmer,Aye
2018-2019,80,12,Larry Arnowitz,Aye
2018-2019,80,13,Beth Murphy,Aye
2018-2019,80,14,Carol Howard,Aye
2018-2019,80,15,Megan E. Green,Aye
2018-2019,80,16,Tom Oldenburg,Aye
2018-2019,80,17,Joseph D Roddy,Aye
2018-2019,80,18,Terry Kennedy,Aye
2018-2019,80,20,Cara Spencer,Aye
2018-2019,80,21,John Collins-Muhammad,Aye
2018-2019,80,22,Jeffrey L Boyd,Aye
2018-2019,80,23,Joseph Vaccaro,Aye
2018-2019,80,24,Scott Ogilvie,Aye
2018-2019,80,25,Shane Cohn,Aye
2018-2019,80,26,Frank Williamson,Aye
2018-2019,80,27,Pam Boyd,Aye
2018-2019,80,President,Lewis E Reed,Aye
2018-2019,80,3,Brandon Bosley,Did Not Vote
2018-2019,80,19,Marlene E Davis,Did Not Vote
2018-2019,80,2,Lisa Middlebrook,Absent
2018-2019,80,11,Sarah Martin,Absent
2018-2019,80,28,Heather Navarro,Absent
2018-2019,81,1,Sharon Tyus,Aye
2018-2019,81,4,Samuel L Moore,Aye
2018-2019,81,5,Tammika Hubbard,Aye
2018-2019,81,6,Christine Ingrassia,Aye
2018-2019,81,7,Jack Coatar,Aye
2018-2019,81,8,Annie Rice,Aye
2018-2019,81,9,Dan Guenther,Aye
2018-2019,81,10,Joseph Vollmer,Aye
2018-2019,81,12,Larry Arnowitz,Aye
2018-2019,81,13,Beth Murphy,Aye
2018-2019,81,14,Carol Howard,Aye
2018-2019,81,15,Megan E. Green,Aye
2018-2019,81,16,Tom Oldenburg,Aye
2018-2019,81,17,Joseph D Roddy,Aye
2018-2019,81,18,Terry Kennedy,Aye
2018-2019,81,20,Cara Spencer,Aye
2018-2019,81,21,John Collins-Muhammad,Aye
2018-2019,81,22,Jeffrey L Boyd,Aye
2018-2019,81,23,Joseph Vaccaro,Aye
2018-2019,81,24,Scott Ogilvie,Aye
2018-2019,81,25,Shane Cohn,Aye
2018-2019,81,26,Frank Williamson,Aye
2018-2019,81,27,Pam Boyd,Aye
2018-2019,81,President,Lewis E Reed,Aye
2018-2019,81,3,Brandon Bosley,Did Not Vote
2018-2019,81,19,Marlene E Davis,Did Not Vote
2018-2019,81,2,Lisa Middlebrook,Absent
2018-2019,81,11,Sarah Martin,Absent
2018-2019,81,28,Heather Navarro,Absent
2018-2019,82,1,Sharon Tyus,Aye
2018-2019,82,4,Samuel L Moore,Aye
2018-2019,82,5,Tammika Hubbard,Aye
2018-2019,82,6,Christine Ingrassia,Aye
2018-2019,82,7,Jack Coatar,Aye
2018-2019,82,8,Annie Rice,Aye
2018-2019,82,9,Dan Guenther,Aye
2018-2019,82,10,Joseph Vollmer,Aye
2018-2019,82,12,Larry Arnowitz,Aye
2018-2019,82,13,Beth Murphy,Aye
2018-2019,82,14,Carol Howard,Aye
2018-2019,82,15,Megan E. Green,Aye
2018-2019,82,16,Tom Oldenburg,Aye
2018-2019,82,17,Joseph D Roddy,Aye
2018-2019,82,18,Terry Kennedy,Aye
2018-2019,82,20,Cara Spencer,Aye
2018-2019,82,21,John Collins-Muhammad,Aye
2018-2019,82,22,Jeffrey L Boyd,Aye
2018-2019,82,23,Joseph Vaccaro,Aye
2018-2019,82,24,Scott Ogilvie,Aye
2018-2019,82,25,Shane Cohn,Aye
2018-2019,82,26,Frank Williamson,Aye
2018-2019,82,27,Pam Boyd,Aye
2018-2019,82,President,Lewis E Reed,Aye
2018-2019,82,3,Brandon Bosley,Did Not Vote
2018-2019,82,19,Marlene E Davis,Did Not Vote
2018-2019,82,2,Lisa Middlebrook,Absent
2018-2019,82,11,Sarah Martin,Absent
2018-2019,82,28,Heather Navarro,Absent
2018-2019,84,1,Sharon Tyus,Aye
2018-2019,84,4,Samuel L Moore,Aye
2018-2019,84,5,Tammika Hubbard,Aye
2018-2019,84,6,Christine Ingrassia,Aye
2018-2019,84,7,Jack Coatar,Aye
2018-2019,84,8,Annie Rice,Aye
2018-2019,84,9,Dan Guenther,Aye
2018-2019,84,10,Joseph Vollmer,Aye
2018-2019,84,12,Larry Arnowitz,Aye
2018-2019,84,13,Beth Murphy,Aye
2018-2019,84,14,Carol Howard,Aye
2018-2019,84,15,Megan E. Green,Aye
2018-2019,84,16,Tom Oldenburg,Aye
2018-2019,84,17,Joseph D Roddy,Aye
2018-2019,84,18,Terry Kennedy,Aye
2018-2019,84,20,Cara Spencer,Aye
2018-2019,84,21,John Collins-Muhammad,Aye
2018-2019,84,22,Jeffrey L Boyd,Aye
2018-2019,84,23,Joseph Vaccaro,Aye
2018-2019,84,24,Scott Ogilvie,Aye
2018-2019,84,25,Shane Cohn,Aye
2018-2019,84,26,Frank Williamson,Aye
2018-2019,84,27,Pam Boyd,Aye
2018-2019,84,President,Lewis E Reed,Aye
2018-2019,84,3,Brandon Bosley,Did Not Vote
2018-2019,84,19,Marlene E Davis,Did Not Vote
2018-2019,84,2,Lisa Middlebrook,Absent
2018-2019,84,11,Sarah Martin,Absent
2018-2019,84,28,Heather Navarro,Absent
2018-2019,85,1,Sharon Tyus,Aye
2018-2019,85,4,Samuel L Moore,Aye
2018-2019,85,5,Tammika Hubbard,Aye
2018-2019,85,6,Christine Ingrassia,Aye
2018-2019,85,7,Jack Coatar,Aye
2018-2019,85,8,Annie Rice,Aye
2018-2019,85,9,Dan Guenther,Aye
2018-2019,85,10,Joseph Vollmer,Aye
2018-2019,85,12,Larry Arnowitz,Aye
2018-2019,85,13,Beth Murphy,Aye
2018-2019,85,14,Carol Howard,Aye
2018-2019,85,15,Megan E. Green,Aye
2018-2019,85,16,Tom Oldenburg,Aye
2018-2019,85,17,Joseph D Roddy,Aye
2018-2019,85,18,Terry Kennedy,Aye
2018-2019,85,20,Cara Spencer,Aye
2018-2019,85,21,John Collins-Muhammad,Aye
2018-2019,85,22,Jeffrey L Boyd,Aye
2018-2019,85,23,Joseph Vaccaro,Aye
2018-2019,85,24,Scott Ogilvie,Aye
2018-2019,85,25,Shane Cohn,Aye
2018-2019,85,26,Frank Williamson,Aye
2018-2019,85,27,Pam Boyd,Aye
2018-2019,85,President,Lewis E Reed,Aye
2018-2019,85,3,Brandon Bosley,Did Not Vote
2018-2019,85,19,Marlene E Davis,Did Not Vote
2018-2019,85,2,Lisa Middlebrook,Absent
2018-2019,85,11,Sarah Martin,Absent
2018-2019,85,28,Heather Navarro,Absent
2018-2019,94,1,Sharon Tyus,Aye
2018-2019,94,4,Samuel L Moore,Aye
2018-2019,94,5,Tammika Hubbard,Aye
2018-2019,94,6,Christine Ingrassia,Aye
2018-2019,94,7,Jack Coatar,Aye
2018-2019,94,8,Annie Rice,Aye
2018-2019,94,9,Dan Guenther,Aye
2018-2019,94,10,Joseph Vollmer,Aye
2018-2019,94,12,Larry Arnowitz,Aye
2018-2019,94,13,Beth Murphy,Aye
2018-2019,94,14,Carol Howard,Aye
2018-2019,94,15,Megan E. Green,Aye
2018-2019,94,16,Tom Oldenburg,Aye
2018-2019,94,17,Joseph D Roddy,Aye
2018-2019,94,18,Terry Kennedy,Aye
2018-2019,94,20,Cara Spencer,Aye
2018-2019,94,21,John Collins-Muhammad,Aye
2018-2019,94,22,Jeffrey L Boyd,Aye
2018-2019,94,23,Joseph Vaccaro,Aye
2018-2019,94,24,Scott Ogilvie,Aye
2018-2019,94,25,Shane Cohn,Aye
2018-2019,94,26,Frank Williamson,Aye
2018-2019,94,27,Pam Boyd,Aye
2018-2019,94,President,Lewis E Reed,Aye
2018-2019,94,3,Brandon Bosley,Did Not Vote
2018-2019,94,19,Marlene E Davis,Did Not Vote
2018-2019,94,2,Lisa Middlebrook,Absent
2018-2019,94,11,Sarah Martin,Absent
2018-2019,94,28,Heather Navarro,Absent
2018-2019,95,1,Sharon Tyus,Aye
2018-2019,95,4,Samuel L Moore,Aye
2018-2019,95,5,Tammika Hubbard,Aye
2018-2019,95,6,Christine Ingrassia,Aye
2018-2019,95,7,Jack Coatar,Aye
2018-2019,95,8,Annie Rice,Aye
2018-2019,95,9,Dan Guenther,Aye
2018-2019,95,10,Joseph Vollmer,Aye
2018-2019,95,12,Larry Arnowitz,Aye
2018-2019,95,13,Beth Murphy,Aye
2018-2019,95,14,Carol Howard,Aye
2018-2019,95,15,Megan E. Green,Aye
2018-2019,95,16,Tom Oldenburg,Aye
2018-2019,95,17,Joseph D Roddy,Aye
2018-2019,95,18,Terry Kennedy,Aye
2018-2019,95,20,Cara Spencer,Aye
2018-2019,95,21,John Collins-Muhammad,Aye
2018-2019,95,22,Jeffrey L Boyd,Aye
2018-2019,95,23,Joseph Vaccaro,Aye
2018-2019,95,24,Scott Ogilvie,Aye
2018-2019,95,25,Shane Cohn,Aye
2018-2019,95,26,Frank Williamson,Aye
2018-2019,95,27,Pam Boyd,Aye
2018-2019,95,President,Lewis E Reed,Aye
2018-2019,95,3,Brandon Bosley,Did Not Vote
2018-2019,95,19,Marlene E Davis,Did Not Vote
2018-2019,95,2,Lisa Middlebrook,Absent
2018-2019,95,11,Sarah Martin,Absent
2018-2019,95,28,Heather Navarro,Absent
2018-2019,98,1,Sharon Tyus,Aye
2018-2019,98,4,Samuel L Moore,Aye
2018-2019,98,5,Tammika Hubbard,Aye
2018-2019,98,6,Christine Ingrassia,Aye
2018-2019,98,7,Jack Coatar,Aye
2018-2019,98,8,Annie Rice,Aye
2018-2019,98,9,Dan Guenther,Aye
2018-2019,98,10,Joseph Vollmer,Aye
2018-2019,98,12,Larry Arnowitz,Aye
2018-2019,98,13,Beth Murphy,Aye
2018-2019,98,14,Carol Howard,Aye
2018-2019,98,15,Megan E. Green,Aye
2018-2019,98,16,Tom Oldenburg,Aye
2018-2019,98,17,Joseph D Roddy,Aye
2018-2019,98,18,Terry Kennedy,Aye
2018-2019,98,20,Cara Spencer,Aye
2018-2019,98,21,John Collins-Muhammad,Aye
2018-2019,98,22,Jeffrey L Boyd,Aye
2018-2019,98,23,Joseph Vaccaro,Aye
2018-2019,98,24,Scott Ogilvie,Aye
2018-2019,98,25,Shane Cohn,Aye
2018-2019,98,26,Frank Williamson,Aye
2018-2019,98,27,Pam Boyd,Aye
2018-2019,98,President,Lewis E Reed,Aye
2018-2019,98,3,Brandon Bosley,Did Not Vote
2018-2019,98,19,Marlene E Davis,Did Not Vote
2018-2019,98,2,Lisa Middlebrook,Absent
2018-2019,98,11,Sarah Martin,Absent
2018-2019,98,28,Heather Navarro,Absent
2018-2019,102,1,Sharon Tyus,Aye
2018-2019,102,4,Samuel L Moore,Aye
2018-2019,102,5,Tammika Hubbard,Aye
2018-2019,102,6,Christine Ingrassia,Aye
2018-2019,102,7,Jack Coatar,Aye
2018-2019,102,8,Annie Rice,Aye
2018-2019,102,9,Dan Guenther,Aye
2018-2019,102,10,Joseph Vollmer,Aye
2018-2019,102,12,Larry Arnowitz,Aye
2018-2019,102,13,Beth Murphy,Aye
2018-2019,102,14,Carol Howard,Aye
2018-2019,102,15,Megan E. Green,Aye
2018-2019,102,16,Tom Oldenburg,Aye
2018-2019,102,17,Joseph D Roddy,Aye
2018-2019,102,18,Terry Kennedy,Aye
2018-2019,102,20,Cara Spencer,Aye
2018-2019,102,21,John Collins-Muhammad,Aye
2018-2019,102,22,Jeffrey L Boyd,Aye
2018-2019,102,23,Joseph Vaccaro,Aye
2018-2019,102,24,Scott Ogilvie,Aye
2018-2019,102,25,Shane Cohn,Aye
2018-2019,102,26,Frank Williamson,Aye
